a =  0.0
og= [1 3 1 1] code= [0, 1, 1, 1, 0, 1, 0, 1]
a =  106.0
og= [0 0 2 2] code= [0, 0, 0, 0, 1, 0, 1, 0]
og= [1 3 1 2] code= [0, 1, 1, 1, 0, 1, 1, 0]
a =  25.0
og= [0 0 2 3] code= [0, 0, 0, 0, 1, 0, 1, 1]
og= [0 3 1 0] code= [0, 0, 1, 1, 0, 1, 0, 0]
og= [1 3 1 3] code= [0, 1, 1, 1, 0, 1, 1, 1]
a =  39.0
og= [0 0 3 0] code= [0, 0, 0, 0, 1, 1, 0, 0]
og= [1 0 3 3] code= [0, 1, 0, 0, 1, 1, 1, 1]
og= [1 3 2 0] code= [0, 1, 1, 1, 1, 0, 0, 0]
og= [2 3 2 3] code= [1, 0, 1, 1, 1, 0, 1, 1]
a =  79.0
og= [0 0 3 1] code= [0, 0, 0, 0, 1, 1, 0, 1]
og= [1 3 2 1] code= [0, 1, 1, 1, 1, 0, 0, 1]
a =  119.0
og= [0 0 3 2] code= [0, 0, 0, 0, 1, 1, 1, 0]
og= [1 3 2 2] code= [0, 1, 1, 1, 1, 0, 1, 0]
a =  38.0
og= [0 0 3 3] code= [0, 0, 0, 0, 1, 1, 1, 1]
og= [0 3 2 0] code= [0, 0, 1, 1, 1, 0, 0, 0]
og= [1 3 2 3] code= [0, 1, 1, 1, 1, 0, 1, 1]
a =  4.0
og= [0 1 0 0] code= [0, 0, 0, 1, 0, 0, 0, 0]
og= [1 1 0 3] code= [0, 1, 0, 1, 0, 0, 1, 1]
og= [2 1 3 2] code= [1, 0, 0, 1, 1, 1, 1, 0]
a =  44.0
og= [0 1 0 1] code= [0, 0, 0, 1, 0, 0, 0, 1]
og= [1 1 3 0] code= [0, 1, 0, 1, 1, 1, 0, 0]
og= [2 1 3 3] code= [1, 0, 0, 1, 1, 1, 1, 1]
a =  84.0
og= [0 1 0 2] code= [0, 0, 0, 1, 0, 0, 1, 0]
og= [1 1 3 1] code= [0, 1, 0, 1, 1, 1, 0, 1]
a =  3.0
og= [0 1 0 3] code= [0, 0, 0, 1, 0, 0, 1, 1]
og= [1 1 3 2] code= [0, 1, 0, 1, 1, 1, 1, 0]
og= [3 0 0 0] code= [1, 1, 0, 0, 0, 0, 0, 0]
a =  17.0
og= [0 1 1 0] code= [0, 0, 0, 1, 0, 1, 0, 0]
og= [1 1 1 3] code= [0, 1, 0, 1, 0, 1, 1, 1]
a =  16.0
og= [0 1 1 3] code= [0, 0, 0, 1, 0, 1, 1, 1]
og= [3 0 1 0] code= [1, 1, 0, 0, 0, 1, 0, 0]
a =  30.0
og= [0 1 2 0] code= [0, 0, 0, 1, 1, 0, 0, 0]
og= [1 1 2 3] code= [0, 1, 0, 1, 1, 0, 1, 1]
a =  29.0
og= [0 1 2 3] code= [0, 0, 0, 1, 1, 0, 1, 1]
og= [3 0 2 0] code= [1, 1, 0, 0, 1, 0, 0, 0]
a =  43.0
og= [0 1 3 0] code= [0, 0, 0, 1, 1, 1, 0, 0]
og= [1 1 3 3] code= [0, 1, 0, 1, 1, 1, 1, 1]
og= [3 0 0 1] code= [1, 1, 0, 0, 0, 0, 0, 1]
a =  83.0
og= [0 1 3 1] code= [0, 0, 0, 1, 1, 1, 0, 1]
og= [3 0 0 2] code= [1, 1, 0, 0, 0, 0, 1, 0]
a =  2.0
og= [0 1 3 2] code= [0, 0, 0, 1, 1, 1, 1, 0]
og= [2 0 0 0] code= [1, 0, 0, 0, 0, 0, 0, 0]
og= [3 0 0 3] code= [1, 1, 0, 0, 0, 0, 1, 1]
a =  42.0
og= [0 1 3 3] code= [0, 0, 0, 1, 1, 1, 1, 1]
og= [2 0 0 1] code= [1, 0, 0, 0, 0, 0, 0, 1]
og= [3 0 3 0] code= [1, 1, 0, 0, 1, 1, 0, 0]
a =  8.0
og= [0 2 0 0] code= [0, 0, 1, 0, 0, 0, 0, 0]
og= [1 2 0 3] code= [0, 1, 1, 0, 0, 0, 1, 1]
og= [2 2 3 2] code= [1, 0, 1, 0, 1, 1, 1, 0]
a =  48.0
og= [0 2 0 1] code= [0, 0, 1, 0, 0, 0, 0, 1]
og= [1 2 3 0] code= [0, 1, 1, 0, 1, 1, 0, 0]
og= [2 2 3 3] code= [1, 0, 1, 0, 1, 1, 1, 1]
a =  88.0
og= [0 2 0 2] code= [0, 0, 1, 0, 0, 0, 1, 0]
og= [1 2 3 1] code= [0, 1, 1, 0, 1, 1, 0, 1]
a =  7.0
og= [0 2 0 3] code= [0, 0, 1, 0, 0, 0, 1, 1]
og= [1 2 3 2] code= [0, 1, 1, 0, 1, 1, 1, 0]
og= [3 1 0 0] code= [1, 1, 0, 1, 0, 0, 0, 0]
a =  21.0
og= [0 2 1 0] code= [0, 0, 1, 0, 0, 1, 0, 0]
og= [1 2 1 3] code= [0, 1, 1, 0, 0, 1, 1, 1]
a =  20.0
og= [0 2 1 3] code= [0, 0, 1, 0, 0, 1, 1, 1]
og= [3 1 1 0] code= [1, 1, 0, 1, 0, 1, 0, 0]
a =  34.0
og= [0 2 2 0] code= [0, 0, 1, 0, 1, 0, 0, 0]
og= [1 2 2 3] code= [0, 1, 1, 0, 1, 0, 1, 1]
a =  33.0
og= [0 2 2 3] code= [0, 0, 1, 0, 1, 0, 1, 1]
og= [3 1 2 0] code= [1, 1, 0, 1, 1, 0, 0, 0]
a =  47.0
og= [0 2 3 0] code= [0, 0, 1, 0, 1, 1, 0, 0]
og= [1 2 3 3] code= [0, 1, 1, 0, 1, 1, 1, 1]
og= [3 1 0 1] code= [1, 1, 0, 1, 0, 0, 0, 1]
a =  87.0
og= [0 2 3 1] code= [0, 0, 1, 0, 1, 1, 0, 1]
og= [3 1 0 2] code= [1, 1, 0, 1, 0, 0, 1, 0]
a =  6.0
og= [0 2 3 2] code= [0, 0, 1, 0, 1, 1, 1, 0]
og= [2 1 0 0] code= [1, 0, 0, 1, 0, 0, 0, 0]
og= [3 1 0 3] code= [1, 1, 0, 1, 0, 0, 1, 1]
a =  46.0
og= [0 2 3 3] code= [0, 0, 1, 0, 1, 1, 1, 1]
og= [2 1 0 1] code= [1, 0, 0, 1, 0, 0, 0, 1]
og= [3 1 3 0] code= [1, 1, 0, 1, 1, 1, 0, 0]
a =  52.0
og= [0 3 0 1] code= [0, 0, 1, 1, 0, 0, 0, 1]
og= [1 3 3 0] code= [0, 1, 1, 1, 1, 1, 0, 0]
og= [2 3 3 3] code= [1, 0, 1, 1, 1, 1, 1, 1]
a =  92.0
og= [0 3 0 2] code= [0, 0, 1, 1, 0, 0, 1, 0]
og= [1 3 3 1] code= [0, 1, 1, 1, 1, 1, 0, 1]
a =  11.0
og= [0 3 0 3] code= [0, 0, 1, 1, 0, 0, 1, 1]
og= [1 3 3 2] code= [0, 1, 1, 1, 1, 1, 1, 0]
og= [3 2 0 0] code= [1, 1, 1, 0, 0, 0, 0, 0]
a =  24.0
og= [0 3 1 3] code= [0, 0, 1, 1, 0, 1, 1, 1]
og= [3 2 1 0] code= [1, 1, 1, 0, 0, 1, 0, 0]
a =  37.0
og= [0 3 2 3] code= [0, 0, 1, 1, 1, 0, 1, 1]
og= [3 2 2 0] code= [1, 1, 1, 0, 1, 0, 0, 0]
a =  51.0
og= [0 3 3 0] code= [0, 0, 1, 1, 1, 1, 0, 0]
og= [1 3 3 3] code= [0, 1, 1, 1, 1, 1, 1, 1]
og= [3 2 0 1] code= [1, 1, 1, 0, 0, 0, 0, 1]
a =  91.0
og= [0 3 3 1] code= [0, 0, 1, 1, 1, 1, 0, 1]
og= [3 2 0 2] code= [1, 1, 1, 0, 0, 0, 1, 0]
a =  10.0
og= [0 3 3 2] code= [0, 0, 1, 1, 1, 1, 1, 0]
og= [2 2 0 0] code= [1, 0, 1, 0, 0, 0, 0, 0]
og= [3 2 0 3] code= [1, 1, 1, 0, 0, 0, 1, 1]
a =  50.0
og= [0 3 3 3] code= [0, 0, 1, 1, 1, 1, 1, 1]
og= [2 2 0 1] code= [1, 0, 1, 0, 0, 0, 0, 1]
og= [3 2 3 0] code= [1, 1, 1, 0, 1, 1, 0, 0]
a =  1.0
og= [1 0 0 0] code= [0, 1, 0, 0, 0, 0, 0, 0]
og= [2 0 0 3] code= [1, 0, 0, 0, 0, 0, 1, 1]
og= [3 0 3 2] code= [1, 1, 0, 0, 1, 1, 1, 0]
a =  41.0
og= [1 0 0 1] code= [0, 1, 0, 0, 0, 0, 0, 1]
og= [2 0 3 0] code= [1, 0, 0, 0, 1, 1, 0, 0]
og= [3 0 3 3] code= [1, 1, 0, 0, 1, 1, 1, 1]
og= [3 3 2 0] code= [1, 1, 1, 1, 1, 0, 0, 0]
a =  81.0
og= [1 0 0 2] code= [0, 1, 0, 0, 0, 0, 1, 0]
og= [2 0 3 1] code= [1, 0, 0, 0, 1, 1, 0, 1]
og= [3 3 2 1] code= [1, 1, 1, 1, 1, 0, 0, 1]
a =  14.0
og= [1 0 1 0] code= [0, 1, 0, 0, 0, 1, 0, 0]
og= [2 0 1 3] code= [1, 0, 0, 0, 0, 1, 1, 1]
og= [2 3 0 0] code= [1, 0, 1, 1, 0, 0, 0, 0]
og= [3 3 0 3] code= [1, 1, 1, 1, 0, 0, 1, 1]
a =  54.0
og= [1 0 1 1] code= [0, 1, 0, 0, 0, 1, 0, 1]
og= [2 3 0 1] code= [1, 0, 1, 1, 0, 0, 0, 1]
og= [3 3 3 0] code= [1, 1, 1, 1, 1, 1, 0, 0]
a =  94.0
og= [1 0 1 2] code= [0, 1, 0, 0, 0, 1, 1, 0]
og= [2 3 0 2] code= [1, 0, 1, 1, 0, 0, 1, 0]
og= [3 3 3 1] code= [1, 1, 1, 1, 1, 1, 0, 1]
a =  27.0
og= [1 0 2 0] code= [0, 1, 0, 0, 1, 0, 0, 0]
og= [2 0 2 3] code= [1, 0, 0, 0, 1, 0, 1, 1]
og= [2 3 1 0] code= [1, 0, 1, 1, 0, 1, 0, 0]
og= [3 3 1 3] code= [1, 1, 1, 1, 0, 1, 1, 1]
a =  67.0
og= [1 0 2 1] code= [0, 1, 0, 0, 1, 0, 0, 1]
og= [2 3 1 1] code= [1, 0, 1, 1, 0, 1, 0, 1]
a =  107.0
og= [1 0 2 2] code= [0, 1, 0, 0, 1, 0, 1, 0]
og= [2 3 1 2] code= [1, 0, 1, 1, 0, 1, 1, 0]
a =  5.0
og= [1 1 0 0] code= [0, 1, 0, 1, 0, 0, 0, 0]
og= [2 1 0 3] code= [1, 0, 0, 1, 0, 0, 1, 1]
og= [3 1 3 2] code= [1, 1, 0, 1, 1, 1, 1, 0]
a =  45.0
og= [1 1 0 1] code= [0, 1, 0, 1, 0, 0, 0, 1]
og= [2 1 3 0] code= [1, 0, 0, 1, 1, 1, 0, 0]
og= [3 1 3 3] code= [1, 1, 0, 1, 1, 1, 1, 1]
a =  85.0
og= [1 1 0 2] code= [0, 1, 0, 1, 0, 0, 1, 0]
og= [2 1 3 1] code= [1, 0, 0, 1, 1, 1, 0, 1]
a =  18.0
og= [1 1 1 0] code= [0, 1, 0, 1, 0, 1, 0, 0]
og= [2 1 1 3] code= [1, 0, 0, 1, 0, 1, 1, 1]
a =  31.0
og= [1 1 2 0] code= [0, 1, 0, 1, 1, 0, 0, 0]
og= [2 1 2 3] code= [1, 0, 0, 1, 1, 0, 1, 1]
a =  9.0
og= [1 2 0 0] code= [0, 1, 1, 0, 0, 0, 0, 0]
og= [2 2 0 3] code= [1, 0, 1, 0, 0, 0, 1, 1]
og= [3 2 3 2] code= [1, 1, 1, 0, 1, 1, 1, 0]
a =  49.0
og= [1 2 0 1] code= [0, 1, 1, 0, 0, 0, 0, 1]
og= [2 2 3 0] code= [1, 0, 1, 0, 1, 1, 0, 0]
og= [3 2 3 3] code= [1, 1, 1, 0, 1, 1, 1, 1]
a =  89.0
og= [1 2 0 2] code= [0, 1, 1, 0, 0, 0, 1, 0]
og= [2 2 3 1] code= [1, 0, 1, 0, 1, 1, 0, 1]
a =  22.0
og= [1 2 1 0] code= [0, 1, 1, 0, 0, 1, 0, 0]
og= [2 2 1 3] code= [1, 0, 1, 0, 0, 1, 1, 1]
a =  35.0
og= [1 2 2 0] code= [0, 1, 1, 0, 1, 0, 0, 0]
og= [2 2 2 3] code= [1, 0, 1, 0, 1, 0, 1, 1]
a =  82.0
og= [2 0 0 2] code= [1, 0, 0, 0, 0, 0, 1, 0]
og= [3 0 3 1] code= [1, 1, 0, 0, 1, 1, 0, 1]
a =  15.0
og= [2 0 1 0] code= [1, 0, 0, 0, 0, 1, 0, 0]
og= [3 0 1 3] code= [1, 1, 0, 0, 0, 1, 1, 1]
og= [3 3 0 0] code= [1, 1, 1, 1, 0, 0, 0, 0]
a =  55.0
og= [2 0 1 1] code= [1, 0, 0, 0, 0, 1, 0, 1]
og= [3 3 0 1] code= [1, 1, 1, 1, 0, 0, 0, 1]
a =  95.0
og= [2 0 1 2] code= [1, 0, 0, 0, 0, 1, 1, 0]
og= [3 3 0 2] code= [1, 1, 1, 1, 0, 0, 1, 0]
a =  28.0
og= [2 0 2 0] code= [1, 0, 0, 0, 1, 0, 0, 0]
og= [3 0 2 3] code= [1, 1, 0, 0, 1, 0, 1, 1]
og= [3 3 1 0] code= [1, 1, 1, 1, 0, 1, 0, 0]
a =  68.0
og= [2 0 2 1] code= [1, 0, 0, 0, 1, 0, 0, 1]
og= [3 3 1 1] code= [1, 1, 1, 1, 0, 1, 0, 1]
a =  108.0
og= [2 0 2 2] code= [1, 0, 0, 0, 1, 0, 1, 0]
og= [3 3 1 2] code= [1, 1, 1, 1, 0, 1, 1, 0]
a =  86.0
og= [2 1 0 2] code= [1, 0, 0, 1, 0, 0, 1, 0]
og= [3 1 3 1] code= [1, 1, 0, 1, 1, 1, 0, 1]
a =  19.0
og= [2 1 1 0] code= [1, 0, 0, 1, 0, 1, 0, 0]
og= [3 1 1 3] code= [1, 1, 0, 1, 0, 1, 1, 1]
a =  32.0
og= [2 1 2 0] code= [1, 0, 0, 1, 1, 0, 0, 0]
og= [3 1 2 3] code= [1, 1, 0, 1, 1, 0, 1, 1]
a =  90.0
og= [2 2 0 2] code= [1, 0, 1, 0, 0, 0, 1, 0]
og= [3 2 3 1] code= [1, 1, 1, 0, 1, 1, 0, 1]
a =  23.0
og= [2 2 1 0] code= [1, 0, 1, 0, 0, 1, 0, 0]
og= [3 2 1 3] code= [1, 1, 1, 0, 0, 1, 1, 1]
a =  36.0
og= [2 2 2 0] code= [1, 0, 1, 0, 1, 0, 0, 0]
og= [3 2 2 3] code= [1, 1, 1, 0, 1, 0, 1, 1]
{   0.0: [   [0, 0, 0, 0, 0, 0, 0, 0],
             [0, 1, 0, 0, 0, 0, 1, 1],
             [1, 0, 0, 0, 1, 1, 1, 0],
             [1, 1, 1, 1, 1, 0, 1, 0]],
    1.0: [   [0, 1, 0, 0, 0, 0, 0, 0],
             [1, 0, 0, 0, 0, 0, 1, 1],
             [1, 1, 0, 0, 1, 1, 1, 0]],
    2.0: [   [0, 0, 0, 1, 1, 1, 1, 0],
             [1, 0, 0, 0, 0, 0, 0, 0],
             [1, 1, 0, 0, 0, 0, 1, 1]],
    3.0: [   [0, 0, 0, 1, 0, 0, 1, 1],
             [0, 1, 0, 1, 1, 1, 1, 0],
             [1, 1, 0, 0, 0, 0, 0, 0]],
    4.0: [   [0, 0, 0, 1, 0, 0, 0, 0],
             [0, 1, 0, 1, 0, 0, 1, 1],
             [1, 0, 0, 1, 1, 1, 1, 0]],
    5.0: [   [0, 1, 0, 1, 0, 0, 0, 0],
             [1, 0, 0, 1, 0, 0, 1, 1],
             [1, 1, 0, 1, 1, 1, 1, 0]],
    6.0: [   [0, 0, 1, 0, 1, 1, 1, 0],
             [1, 0, 0, 1, 0, 0, 0, 0],
             [1, 1, 0, 1, 0, 0, 1, 1]],
    7.0: [   [0, 0, 1, 0, 0, 0, 1, 1],
             [0, 1, 1, 0, 1, 1, 1, 0],
             [1, 1, 0, 1, 0, 0, 0, 0]],
    8.0: [   [0, 0, 1, 0, 0, 0, 0, 0],
             [0, 1, 1, 0, 0, 0, 1, 1],
             [1, 0, 1, 0, 1, 1, 1, 0]],
    9.0: [   [0, 1, 1, 0, 0, 0, 0, 0],
             [1, 0, 1, 0, 0, 0, 1, 1],
             [1, 1, 1, 0, 1, 1, 1, 0]],
    10.0: [   [0, 0, 1, 1, 1, 1, 1, 0],
              [1, 0, 1, 0, 0, 0, 0, 0],
              [1, 1, 1, 0, 0, 0, 1, 1]],
    11.0: [   [0, 0, 1, 1, 0, 0, 1, 1],
              [0, 1, 1, 1, 1, 1, 1, 0],
              [1, 1, 1, 0, 0, 0, 0, 0]],
    12.0: [   [0, 0, 0, 0, 0, 1, 1, 1],
              [0, 0, 1, 1, 0, 0, 0, 0],
              [0, 1, 1, 1, 0, 0, 1, 1],
              [1, 0, 1, 1, 1, 1, 1, 0]],
    13.0: [   [0, 0, 0, 0, 0, 1, 0, 0],
              [0, 1, 0, 0, 0, 1, 1, 1],
              [0, 1, 1, 1, 0, 0, 0, 0],
              [1, 0, 1, 1, 0, 0, 1, 1],
              [1, 1, 1, 1, 1, 1, 1, 0]],
    14.0: [   [0, 1, 0, 0, 0, 1, 0, 0],
              [1, 0, 0, 0, 0, 1, 1, 1],
              [1, 0, 1, 1, 0, 0, 0, 0],
              [1, 1, 1, 1, 0, 0, 1, 1]],
    15.0: [   [1, 0, 0, 0, 0, 1, 0, 0],
              [1, 1, 0, 0, 0, 1, 1, 1],
              [1, 1, 1, 1, 0, 0, 0, 0]],
    16.0: [[0, 0, 0, 1, 0, 1, 1, 1], [1, 1, 0, 0, 0, 1, 0, 0]],
    17.0: [[0, 0, 0, 1, 0, 1, 0, 0], [0, 1, 0, 1, 0, 1, 1, 1]],
    18.0: [[0, 1, 0, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 1, 1]],
    19.0: [[1, 0, 0, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 1]],
    20.0: [[0, 0, 1, 0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 1, 0, 0]],
    21.0: [[0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 1, 1]],
    22.0: [[0, 1, 1, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 1, 1, 1]],
    23.0: [[1, 0, 1, 0, 0, 1, 0, 0], [1, 1, 1, 0, 0, 1, 1, 1]],
    24.0: [[0, 0, 1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1, 0, 0]],
    25.0: [   [0, 0, 0, 0, 1, 0, 1, 1],
              [0, 0, 1, 1, 0, 1, 0, 0],
              [0, 1, 1, 1, 0, 1, 1, 1]],
    26.0: [   [0, 0, 0, 0, 1, 0, 0, 0],
              [0, 1, 0, 0, 1, 0, 1, 1],
              [0, 1, 1, 1, 0, 1, 0, 0],
              [1, 0, 1, 1, 0, 1, 1, 1]],
    27.0: [   [0, 1, 0, 0, 1, 0, 0, 0],
              [1, 0, 0, 0, 1, 0, 1, 1],
              [1, 0, 1, 1, 0, 1, 0, 0],
              [1, 1, 1, 1, 0, 1, 1, 1]],
    28.0: [   [1, 0, 0, 0, 1, 0, 0, 0],
              [1, 1, 0, 0, 1, 0, 1, 1],
              [1, 1, 1, 1, 0, 1, 0, 0]],
    29.0: [[0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 0]],
    30.0: [[0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 1, 0, 1, 1]],
    31.0: [[0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 0, 1, 1]],
    32.0: [[1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1]],
    33.0: [[0, 0, 1, 0, 1, 0, 1, 1], [1, 1, 0, 1, 1, 0, 0, 0]],
    34.0: [[0, 0, 1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 1, 0, 1, 1]],
    35.0: [[0, 1, 1, 0, 1, 0, 0, 0], [1, 0, 1, 0, 1, 0, 1, 1]],
    36.0: [[1, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 0, 1, 1]],
    37.0: [[0, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 0, 0, 0]],
    38.0: [   [0, 0, 0, 0, 1, 1, 1, 1],
              [0, 0, 1, 1, 1, 0, 0, 0],
              [0, 1, 1, 1, 1, 0, 1, 1]],
    39.0: [   [0, 0, 0, 0, 1, 1, 0, 0],
              [0, 1, 0, 0, 1, 1, 1, 1],
              [0, 1, 1, 1, 1, 0, 0, 0],
              [1, 0, 1, 1, 1, 0, 1, 1]],
    40.0: [   [0, 0, 0, 0, 0, 0, 0, 1],
              [0, 1, 0, 0, 1, 1, 0, 0],
              [1, 0, 0, 0, 1, 1, 1, 1],
              [1, 0, 1, 1, 1, 0, 0, 0],
              [1, 1, 1, 1, 1, 0, 1, 1]],
    41.0: [   [0, 1, 0, 0, 0, 0, 0, 1],
              [1, 0, 0, 0, 1, 1, 0, 0],
              [1, 1, 0, 0, 1, 1, 1, 1],
              [1, 1, 1, 1, 1, 0, 0, 0]],
    42.0: [   [0, 0, 0, 1, 1, 1, 1, 1],
              [1, 0, 0, 0, 0, 0, 0, 1],
              [1, 1, 0, 0, 1, 1, 0, 0]],
    43.0: [   [0, 0, 0, 1, 1, 1, 0, 0],
              [0, 1, 0, 1, 1, 1, 1, 1],
              [1, 1, 0, 0, 0, 0, 0, 1]],
    44.0: [   [0, 0, 0, 1, 0, 0, 0, 1],
              [0, 1, 0, 1, 1, 1, 0, 0],
              [1, 0, 0, 1, 1, 1, 1, 1]],
    45.0: [   [0, 1, 0, 1, 0, 0, 0, 1],
              [1, 0, 0, 1, 1, 1, 0, 0],
              [1, 1, 0, 1, 1, 1, 1, 1]],
    46.0: [   [0, 0, 1, 0, 1, 1, 1, 1],
              [1, 0, 0, 1, 0, 0, 0, 1],
              [1, 1, 0, 1, 1, 1, 0, 0]],
    47.0: [   [0, 0, 1, 0, 1, 1, 0, 0],
              [0, 1, 1, 0, 1, 1, 1, 1],
              [1, 1, 0, 1, 0, 0, 0, 1]],
    48.0: [   [0, 0, 1, 0, 0, 0, 0, 1],
              [0, 1, 1, 0, 1, 1, 0, 0],
              [1, 0, 1, 0, 1, 1, 1, 1]],
    49.0: [   [0, 1, 1, 0, 0, 0, 0, 1],
              [1, 0, 1, 0, 1, 1, 0, 0],
              [1, 1, 1, 0, 1, 1, 1, 1]],
    50.0: [   [0, 0, 1, 1, 1, 1, 1, 1],
              [1, 0, 1, 0, 0, 0, 0, 1],
              [1, 1, 1, 0, 1, 1, 0, 0]],
    51.0: [   [0, 0, 1, 1, 1, 1, 0, 0],
              [0, 1, 1, 1, 1, 1, 1, 1],
              [1, 1, 1, 0, 0, 0, 0, 1]],
    52.0: [   [0, 0, 1, 1, 0, 0, 0, 1],
              [0, 1, 1, 1, 1, 1, 0, 0],
              [1, 0, 1, 1, 1, 1, 1, 1]],
    53.0: [   [0, 0, 0, 0, 0, 1, 0, 1],
              [0, 1, 1, 1, 0, 0, 0, 1],
              [1, 0, 1, 1, 1, 1, 0, 0],
              [1, 1, 1, 1, 1, 1, 1, 1]],
    54.0: [   [0, 1, 0, 0, 0, 1, 0, 1],
              [1, 0, 1, 1, 0, 0, 0, 1],
              [1, 1, 1, 1, 1, 1, 0, 0]],
    55.0: [[1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1]],
    66.0: [[0, 0, 0, 0, 1, 0, 0, 1], [0, 1, 1, 1, 0, 1, 0, 1]],
    67.0: [[0, 1, 0, 0, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1]],
    68.0: [[1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 0, 1]],
    79.0: [[0, 0, 0, 0, 1, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 1]],
    80.0: [   [0, 0, 0, 0, 0, 0, 1, 0],
              [0, 1, 0, 0, 1, 1, 0, 1],
              [1, 0, 1, 1, 1, 0, 0, 1]],
    81.0: [   [0, 1, 0, 0, 0, 0, 1, 0],
              [1, 0, 0, 0, 1, 1, 0, 1],
              [1, 1, 1, 1, 1, 0, 0, 1]],
    82.0: [[1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1]],
    83.0: [[0, 0, 0, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]],
    84.0: [[0, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 1, 1, 1, 0, 1]],
    85.0: [[0, 1, 0, 1, 0, 0, 1, 0], [1, 0, 0, 1, 1, 1, 0, 1]],
    86.0: [[1, 0, 0, 1, 0, 0, 1, 0], [1, 1, 0, 1, 1, 1, 0, 1]],
